Id,News Date,Body,Source,Country,Location (LatLng),Locations,Headline,URL,Clases,Scale
11399437,2016-01-26,"Youth activists and civil society leaders from Tunisia and Libya gathered in a three-day forum to put together an action plan promoting youth engagement in peace-building by addressing the most pressing issues young women and men in Libya and Tunisia face today.

The event, held from January 15 - 17, 2016 in Hammamet, Tunisia, was organized by UNFPA Libya in coordination and with assistance from UNFPA Tunis and UNESCO Libya/EU-funded Project (NET-MED Youth).

It brought together 45 Libyan and Tunisian youth active in civil society to formulate a 2-year national action plans for youth in each of their respective countries. These action plans will serve as starting points to develop a multidisciplinary, multi-dimensional national youth strategy for Libya, and to review with government authorities and elaborate upon the existing national youth strategy in Tunis.

Noting the importance of listening to youth voices and ideas in national policies, Dr. Georges Makram Georgi, country Director for UNFPA Libya, emphasized in his opening remarks ""We need to take concrete steps, in the form of realistic recommendations, to make youth a central focus in national policies"".

Participants represented a broad range of local civil society organizations from both Libya and Tunisia. In a series of intensive workshops, the participants identified the most relevant obstacles youth face in education, health, the job market, and challenges related to civic engagement, gender equality, peace-building and social cohesion.

""We recognize the role that young people play in promoting a culture of peace"", noted Mr. Chokri Benyahia from UNFPA Tunisia. ""We know that it is only possible to do this if we fight against all forms of exclusion and marginalization that leads to violence.""",Libya Business News,energy,,"['Tunisia', 'Libya', 'Tunis', 'Hammamet, Tunisia']",Youth Develop Plans to Build Peace Culture,http://www.libya-businessnews.com/2016/01/25/youth-develop-plans-to-build-peace-culture/,None,
11400442,2016-10-14,"Verdict ends case filled with claims of threats, toxic trades

Goldman Sachs Group Inc. didn't dupe Libyan officials into investments that lost $1.2 billion, a London court ruled, putting to rest claims the bank leveraged its reputation as well as lavish meals and prostitutes to win the sovereign wealth fund's trust.

The investment bank did not have ""undue influence"" over the Libyan Investment Authority when it pushed for what were ultimately money-losing derivative trades, and there is no evidence Goldman Sachs reaped excessive profits, Judge Vivien Rose said Friday.

The Libyan Investment Authority, a $60 billion oil wealth fund set up under former dictator Moammar Qaddafi, sued Goldman Sachs saying it was misled into signing derivative deals it never properly understood. The trades ended up being virtually worthless after the company shares they were linked to fell in the 2008 crisis.

""Their relationship did not go beyond the normal cordial and mutually beneficial relationship that grows up between a bank and client,"" Rose said in a written decision.

Gifts, Internship

The LIA alleged that the New York bank bought gifts, paid for extravagant entertainment and offered an internship to a Libyan official's brother in an effort to secure the deals. One former Goldman Sachs salesman, Youssef Kabbaj, was accused by the LIA of hiring call girls while at a conference with a Libyan contact. During an argument in July 2008, the court heard how an LIA executive threatened to make Kabbaj disappear and told him to get out of the country.

Judge Rose said the internship, awarded to former LIA executive Mustafa Zarti's brother, ""did not have a material influence on the decision"" to enter a series of derivatives trades linked to companies including Citigroup Inc. LIA officials ""understood at all times that Mr. Kabbaj was a salesman"" and that Goldman would make money from the investments, she said.

The LIA said following the ruling that it was disappointed with the decision, but it was too soon to consider its next steps.

""Time will be needed fully to digest the judgment and all options are being considered,"" the LIA said in a statement.

Goldman Sachs shares climbed 2.5 percent to $171.65 at 10:00 a.m. in New York, as U.S. investment banks broadly climbed after JPMorgan Chase & Co. reported better-than-expected trading revenue in the third quarter.

""We are pleased to win this case, with a comprehensive judgment in our favor,"" said Sebastian Howell, a Goldman Sachs spokesman in London.

The Libya government under Colonel Qaddafi had a long history of using the financial system to evade economic sanctions imposed because of links to terror attacks, said Jason Pack, president of Libya-Analysis, a consultancy focused on the country. ""The idea they were complete babes in the woods wasn't really credible,"" he said.

During the trial, an LIA employee testified he had never heard of Goldman Sachs, or the word derivative, before joining the fund.

Before it's here, it's on the Bloomberg Terminal. LEARN MORE",Bloomberg Business,energy,,"['Libya', 'London', 'United States']",Goldman Sachs Wins Suit Over $1.2 Billion Libyan Fund Losses,http://www.bloomberg.com/news/articles/2016-10-14/goldman-sachs-wins-libya-investment-fund-s-1-2-billion-lawsuit,None,
11400443,2016-09-14,"Civilian threat overstated and Islamist danger not identified

U.K. intervention in Libya that led to the 2011 overthrow of Moammar Al Qaddafi was based on bad intelligence and inaccurate assumptions about the rebellion in the north African country, according to a panel of lawmakers.

David Cameron, the prime minister at the time, was decisive in pushing the move to carry out airstrikes in support of Libyan rebels through the National Security Council without properly assessing the threat to civilians and the role of Islamist extremists in the uprising, the House of Commons Foreign Affairs Committee said in a report Wednesday.

""U.K. policy in Libya before and since the intervention of March 2011 was founded on erroneous assumptions and an incomplete understanding of the country and the situation,"" the committee chairman, Crispin Blunt, a member of Cameron's Conservative Party, said in a statement. ""Political engagement might have delivered civilian protection, regime change and reform at a lesser cost to the U.K. and Libya. The U.K. would have lost nothing by trying these instead of focusing exclusively on regime change by military means.""

Britain and France led intervention in Libya to protect civilians after Qaddafi threatened to crush a rebellion against his 42-year rule. Only 15 House of Commons lawmakers voted against the attacks after Cameron promised the intervention would be limited to airstrikes.

Repeated Mistakes

Britain ""drifted into a policy of regime change"" and repeated its mistakes in Iraq by failing to plan properly for Libya's government after Qaddafi was overthrown, the committee said. Cameron and French President Nicolas Sarkozy traveled to Tripoli and Benghazi in September 2011 to celebrate the rebel victory and promised to help rebuild the country.

""Having led the intervention with France, we had a responsibility to support Libyan economic and political reconstruction,"" Blunt said. ""But our lack of understanding of the institutional capacity of the country stymied Libya's progress in establishing security on the ground and absorbing financial and other resources from the international community.""

Britain's intelligence about the uprising was flawed and failed to take into account the opportunities that would be created for extremists, the panel found after interviewing key players in the decision to go to war, including the then defence secretary, Liam Fox, and the foreign secretary, William Hague.

Islamist Threat

""It may be that the U.K. government was unable to analyze the nature of the rebellion in Libya due to incomplete intelligence and insufficient institutional insight and that it was caught up in events as they developed,"" the panel said. ""It could not verify the actual threat to civilians posed by the Qaddafi regime; it selectively took elements of Moammar Qaddafi's rhetoric at face value; and it failed to identify the militant Islamist extremist element in the rebellion.""

The U.K. should have used former Prime Minister Tony Blair's contacts with the Qaddafi regime and paused military action once Benghazi was secured to try to broker a deal, the committee said.

The National Security Council, which was set up by Cameron to prevent a repeat of Blair's decision-making errors during the Iraq War, should be reviewed to ensure it is not making the same mistakes, the panel said.

Before it's here, it's on the Bloomberg Terminal. LEARN MORE",Bloomberg Business,energy,,"['Libya', 'United Kingdom', 'France', 'Iraq', 'Benghazi', 'Tripoli']","U.K. Failed to Prevent Libya Chaos After Qaddafi, Lawmakers Say",http://www.bloomberg.com/news/articles/2016-09-13/u-k-failed-to-prevent-libya-chaos-after-qaddafi-lawmakers-say,None,
11400444,2016-07-13,"No timing for lifting of force majeure on ports yet: NOC Four of biggest oil ports shut due to politics, fighting

Libya's government of national unity is working to reopen four of the OPEC country's biggest oil ports after securing a deal to unify the fractured nation's state energy company.

Four ports accounting for about 860,000 barrels a day in crude-exporting capacity have been shut due to political turmoil and fighting. A July 2 deal to unify rival administrations of the National Oil Corp. was meant to end the conflict over who can control oil sales in Libya, where factions are working to set up a Government of National Accord to help rebuild the country after five years of strife.

""The unity government is currently working on solving issues to reopen the strategic oil ports,"" Mohamed Elharari, an NOC spokesman, said in a telephone interview from Tripoli. ""There's no timeline yet for lifting force majeure for oil ports. It's not known to us yet, but we hope this happens soon.""

Libya, with Africa's largest proven crude reserves, split into separately governed regions in 2014, leading to the establishment of competing NOC administrations. The Government of National Accord, based in Tripoli, is trying to extend its authority over the rest of the country. Since the ouster five years ago of long-time ruler Moammar Al Qaddafi, Libya's oil facilities and ports have been attacked and its crude output has slumped.

Ports Reopening

The country currently pumps about 350,000 barrels a day of crude and exports 220,000 to 250,000 barrels a day, Elharari said. Libya was producing 1.6 million barrels a day before Qaddafi was toppled in a 2011 revolt and is now the second-smallest producer in the Organization of Petroleum Exporting Countries, ahead of Gabon.

The closed ports of Es Sider, Zawiya, Ras Lanuf and Zueitina have a combined export capacity greater than the output of either Indonesia, Qatar or Ecuador -- fellow OPEC members. Es Sider, Ras Lanuf and Zueitina are shut under force majeure, a legal status protecting a party from liability if it can't fulfill a contract for reasons beyond its control.

After the reopening of Es Sider, the country's biggest oil port, and Ras Lanuf, the third-largest, terminal operators will assess how much time they need to resume exporting, Elharari said. Both ports have come under attack, and most of Es Sider's storage tanks are damaged, he said. Zueitina is ""completely functional"" and ready to operate once force majeure is lifted, he said.

Crude exports from Es Sider and Ras Lanuf are to resume within a week, Ibrahim al-Jedran, a regional commander of Libya's Petroleum Facilities Guard, said on July 7 in a phone interview. The shipments will be made under the authority of the unity government, he said.

Before it's here, it's on the Bloomberg Terminal. LEARN MORE",Bloomberg Business,energy,,"['Libya', 'Tripoli', ""Ra's Lanuf"", 'Zawiya, Libya', 'Qatar', 'Indonesia', 'Gabon', 'Ecuador']",Libya Working to Reopen Oil Ports After Unifying Crude Producer,http://www.bloomberg.com/news/articles/2016-07-12/libya-working-to-reopen-oil-ports-after-unifying-crude-producer,None,
11400445,2016-06-06,"Advances in Iraq, Syria and Libya pile pressure on extremists

Islamic State militants are under attack on all fronts.

Soldiers and militias are pushing an offensive to dislodge the militants from Fallujah, the first major Iraqi city to fall to the group. Kurdish and Arab forces are fighting to capture the remaining stretch of Syrian territory along the Turkish border controlled by the jihadists. And in Libya, Islamic State's stronghold in Sirte is under pressure as militias advance from several directions.

The extremists are facing increased attacks often backed by airstrikes from a U.S.-led coalition. But a well-resourced militant movement and the conflicting agendas of outside powers mean the group remains a powerful force. Here's what you need to know.

Blocking the border in Syria

Losing control of the 70 km (43 miles) of Syrian territory it holds along the border with Turkey would deny Islamic State access to a frontier it uses for smuggling weapons and fighters. The town of Manbij, northeast of strategically important Aleppo province, is at the heart of the battle, Faysal Itani, senior fellow at the Atlantic Council, said by e-mail.

To Islamic State, Manbij represents a possible ""entry point for enemies targeting the northern Aleppo countryside, and a potential staging point for a flanking operation against forces advancing on Raqqa city,"" the capital of the self-declared caliphate, Itani said. Losing the town would be a significant blow.

Syrian government forces are also pushing toward Raqqa, backed by Russian airstrikes, and are 30 km from the Al-Tabqa military base to the city's west, according to the U.K.-based Syrian Observatory for Human Rights.

Losing ground in Iraq and Libya

In Iraq, Fallujah lies just 50 km west of Baghdad and its fall to Islamic State in early 2014 was a major humiliation for the Iraqi government, one compounded by the loss of Mosul a few months later. Fallujah and nearby Ramadi, which was seized from militant control in December, are the main cities in Anbar province, home to leading Sunni tribes the Shiite-dominated government needs to rally to its side. Taking Fallujah may hasten an assault on Mosul.

European countries have been watching Islamic State's growth in Libya with alarm, given its proximity to Europe's southern shores and more stable North African nations such as Tunisia. Expelling the group from its foothold in Sirte would be a major relief for European leaders hit by Islamic State-inspired terrorism.

Are powers cooperating effectively against Islamic State?

Not always. American and allied planes are providing air support around Fallujah for the Iraqi military, which also benefits from the in-country help of U.S. special forces. Iraq's powerful Shiite militias, meanwhile, are backed by Iran. The Iraqi army and the militias cooperate, but the U.S. and Iran have publicly ruled out working together.

Turkish soldiers frequently fire artillery at Islamic State forces across the border in Syria in response to rocket attacks. But Turkey is hostile to Syrian Kurdish forces, one of the most successful groups in the battlefield against Islamic State. Turkish officials fear that the establishment of a de facto Kurdish state on their frontier in northern Syria would embolden Turkey's own Kurdish autonomy-seeking groups, led by the PKK.

Turkey protested to the U.S. after American special forces were photographed in action wearing insignia of the PYD Syrian Kurdish forces.

The Syrian government of President Bashar al-Assad is supported by Russia and Iran as it battles both Islamic State and rebel groups. The U.S., European powers and Sunni Gulf monarchies demand Assad's removal in an effort to end the country's five-year war.

Putting Libya back together

In Libya, Islamic State's stronghold in Sirte is under pressure from Petroleum Facilities Guards from the east and militias from Misrata to the west. The new United Nations-backed unity government of Prime Minister Fayez Serraj is in the process of creating a joint command to merge the various militias that support his administration.

But the fight against Islamic State will continue to include armed forces that don't support Serraj, such as those controlled by eastern commander General Khalifa Haftar who is perhaps the single biggest hurdle to reunifying fractured Libya.

Haftar has won support from neighboring Egypt. Other countries support Serraj, but have also helped Haftar because he's got Libya's most capable armed forces. French President Francois Hollande officially backs the unity government, but has signed major weapon deals with Egypt. Some of those ""may end up in Haftar's hands,"" Arturo Varvelli, a research fellow at the Italian Institute for International Political Studies, wrote May 30.

So, is Islamic State on the back-foot?

They are weaker than at the start of the year. Colonel Steve Warren, until recently a top U.S. military spokesman, said last month Islamic State has lost 45 percent of territory it once held in Iraq and 20 percent of that it controlled in Syria. Targeting oil infrastructure has cut the militants' production by at least 30 percent and oil revenues by as much as 50 percent, he said.

In Libya, Islamic State suffered defeats in Benghazi and was pushed from Derna by a local Islamist group.

Resistance will continue, and Islamic State has scored victories amid its defeats. A week into the campaign to retake Fallujah, Iraqi forces haven't penetrated the city center. Talk about a Mosul offensive remains just that.

Before it's here, it's on the Bloomberg Terminal.",Bloomberg Business,energy,,"['Iraq', 'Fallujah', 'Turkey', 'Syria', 'Libya', 'Raqqa', 'Sirte', 'Aleppo', 'Manbij', 'Al Anbar Governorate', 'Mosul', 'Ramadi', 'Baghdad', 'United States', 'Tunisia', 'Iran', 'United Kingdom']",Islamic State Under Attack on Three Fronts But Far From Beaten,http://www.bloomberg.com/news/articles/2016-06-06/islamic-state-under-attack-on-three-fronts-but-far-from-beaten,None,
11400446,2016-04-18,"EU probes reports of new migrant shipwreck off coast of Egypt

The European Union said it was considering sending a fleet closer to Libya's coast amid concern that human traffickers will switch to the central Mediterranean Sea to haul refugees toward Europe.

QuickTake Europe's Refugee Crisis

As migration slows in the eastern Mediterranean, EU foreign ministers may give greater powers to a five-warship fleet now patrolling international waters roughly 22 kilometers (14 miles) from Libya's shore.

""We'll talk about the mission we already have, to what extent we can expand that to also reduce illegal migration into Europe,"" Dutch Foreign Minister Bert Koenders told reporters Monday at an EU meeting in Luxembourg.

Libya's government-in-the-making would have to approve the wider EU operation, part of efforts to dam up migration routes from the Middle East and northern Africa after more than 1 million people made it to Europe last year.

The debate came amid initial reports of a new migrant shipwreck off the coast of Egypt, far from the European patrol zone. Many were feared drowned Sunday after a boat carrying as many as 400 mainly Somali migrants sank en route to Italy, a Somali diplomat told the BBC.

8,000 Saved

Italian Foreign Minister Paolo Gentiloni spoke of ""a tragedy in the Mediterranean,"" but didn't have details.

Border closures across southeastern Europe and an EU-Turkey deal to send back illegal migrants cut the flow of people across the Aegean Sea to Greece to 2,016 so far in April, according to United Nations data.

During the same period, traffic picked up across the central Mediterranean, with 5,666 crossing to Italy. EU President Donald Tusk last week warned of ""alarming"" numbers poised in Libya to head for Europe.

Foreign ministers hold a teleconference with Libya's prime minister tonight. German Foreign Minister Frank-Walter Steinmeier said he expects EU military planners to be given the go-ahead to map out the expanded mission.

The current mission has bottled up smugglers inside Libyan waters and saved more than 8,000 people since it debuted last June, the EU says. The bloc will now ""look for ways in which that can be made even more effective,"" David Lidington, British European affairs minister, said.

Before it's here, it's on the Bloomberg Terminal.",Bloomberg Business,energy,,"['Libya', 'Egypt', 'Somalia', 'Netherlands', 'Luxembourg', 'Italy', 'Greece', 'United Kingdom']",EU May Send Fleet to Libya's Coast to Stop Shifting Refugee Flow,http://www.bloomberg.com/news/articles/2016-04-18/eu-may-send-fleet-to-libya-s-coast-to-stop-shifting-refugee-flow,None,
11400447,2016-03-31,"President Barack Obama said that the terrorist attacks in Brussels this month increased the urgency to secure materials that could be used for nuclear or radiological weapons after meeting with French President Francois Hollande on the first day of a summit in Washington.

""This is obviously an occasion in which we are deeply concerned about nuclear security,"" Obama said after the meeting.

He said that Islamic State, which has claimed responsibility for the bombings in Brussels on March 22 that killed 31 people, must be put ""back on their heels"" as it loses territory in Iraq and Syria.

Hollande, whose country is battling a growing terrorist threat, is one of a handful of world leaders granted a meeting with Obama during the Nuclear Security Summit, a gathering of more than 50 nations in Washington on Thursday and Friday.

""We note Daesh is losing ground thanks to the strikes we have taken with the coalition,"" Hollande said, using an acronym for the militant group. Islamic State's capital of Raqqa, Syria, may soon be a target for coalition forces, he said.

Refugees from Syria's civil war and from Libya are putting ""enormous strain on European unity,"" Obama said. The two leaders said they discussed strengthening Libya's government to stem migration from the country.

Intelligence Sharing

Investigators have discovered links between the terrorist attacks that killed at least 130 people in Paris last year and the Brussels bombings, and the White House has proposed better collaboration and intelligence sharing among European counter-terrorism officials.

Islamic State militants claimed responsibility for both attacks, and Belgian police believe one of the suicide bombers in the Brussels attack was also involved in the Paris killings.

""Our European allies could more effectively share intelligence with one another and with the United States in a way that would enhance the security of all our citizens,"" White House Press Secretary Josh Earnest said Wednesday. ""And we continue to make that case.""

Obama said after the meeting with Hollande that the French president has been a leader in efforts to improve intelligence sharing. During the summit, Obama is convening a meeting on combating Islamic State militants, who have threatened further attacks in Europe.

Obama and Hollande have some differences. Hollande has described Europe as being ""at war"" with Muslim extremists, while Obama has refrained from using the term ""radical Islam"" to describe the antagonists in the U.S. war on terrorism, for fear of alienating Muslims.

Hollande said Wednesday that he would drop planned constitutional changes that would have allowed the French government to strip convicted terrorists of citizenship. The plan faced backlash from members of Hollande's own party.

Before it's here, it's on the Bloomberg Terminal.",Bloomberg Business,energy,,"['Brussels', 'Washington, D.C.', 'Syria', 'Raqqa', 'Iraq', 'Paris', 'Libya', 'Belgium', 'United States']","Brussels Attack Raises Urgency of Nuclear Security, Obama Says",http://www.bloomberg.com/politics/articles/2016-03-31/brussels-attack-raises-urgency-of-nuclear-security-obama-says,None,
11400564,2016-12-20,"A growing geopolitical role comes at a price in blood, as Russia was forcefully reminded on Monday when its ambassador to Turkey, Andrei Karlov, was shot in an Ankara art gallery. Russia might not be paying that price had it kept out of the Syrian conflict but, paradoxically, it has now joined the West in footing this bill.

In 2012, when Chris Stevens, the U.S. ambassador to Libya, was killed by a mob in Benghazi, Russian propaganda outlets lectured the U.S. for meddling in the Middle East. ""It was on Washington's urging that NATO intervened in the conflict in Libya,"" Russian state television editorialized. ""But warnings that sooner or later this would produce a boomerang effect were drowned out by sloganeering about a victory for democracy in totalitarian countries.""

After Karlov's murder, Russia got a taste of the same medicine from Ukrainian Foreign Minister Pavlo Klimkin, who tweeted:

He then added in a follow-up that this was ""no excuse"" for killing the ambassador.

Callous as such statements are, there is some truth to them. Ambassadors are assassinated because they represent their countries, and they don't do it in the same abstract way as innocent victims of attacks like the one in Berlin on Monday night. Diplomats are conduits for their nations' policies. That sets them up as targets for those who want to make a statement against those policies.

Between 1968 and 1979, five U.S. ambassadors were killed in the line of duty, three of them in the Middle East, one in Cyprus and one in Guatemala -- both countries where the U.S. was accused of meddling. Turkey has a long list of diplomats, including four ambassadors, assassinated between 1973 and 1994 by Armenian militant organizations as revenge for the genocide of Armenians 100 years ago, which Turkey won't recognize to this day. In 1981, France lost its ambassador in Beirut as revenge for France's role in the Lebanese civil war. The list goes on, and it includes dozens of lower-ranking diplomats.

Russia has been extraordinarily lucky in this respect. In 1829, its ambassador in Tehran, one of Russia's most revered authors, Alexander Griboedov was killed in a riot against Russia's outsized influence and perceived arrogance after it won a war against Persia; to atone, the Shah sent the Rusian czar an enormous diamond. After that, Russian ambassadors were only killed by White Russian officers as revenge for the Bolshevik takeover of power. Waclaw Worowski was shot in Switzerland in 1923 and Pyotr Voikov in Poland in 1927. For the rest of the 20th century and beyond, top-ranking Russian diplomats were spared despite the Soviet Union's major geopolitical ambitions. One explanation could be that the Soviets took the security of their diplomats extra seriously, turning embassies into fortresses and closely guarding the ambassadors. Another reason is that the Soviet Union often sided with the same violent parties that killed Western diplomats.

Now, however, Russia finds itself in a new, unaccustomed position. It is still not part of the West as far as the West is concerned, but it is Western enough, godless enough to hundreds of Islamist terror groups. Some of them hate Russia and the U.S. equally, others have more hatred for one than for the other. The Turkish policeman who shot Karlov was apparently a strong backer of the rebels whom the Syrian Army, with Russian support, has just defeated in Aleppo. But one could easily imagine a U.S. ambassador being targeted for his country's failure to intervene, seen by some radicals as betrayal, or for the U.S. bombing raids on the Islamic State.

Even though nations that broadly represent the Western secular civilization have been unable to take a common stand in Syria, they are all targets to terrorists -- as indistinguishable as the various groups of fighters in Syria are to a casual Western observer. Russians may think their country intervened in Syria to counterbalance a hostile U.S. influence, but to Islamists, it is merely another crusader nation.

One can blame Karlov's murder on Russian President Vladimir Putin's swaggering assertiveness, on Turkish President Recep Tayyip Erdogan's encouragement of Islamist values, or on wily Erdogan opponents trying to damage Turkey's budding partnership with Russia on Syria. One can examine the motivations of the specific assassin and decry the specific ambassador's lack of security consciousness. None of this matters much in the final analysis, though.

Broadly, ""Western"" powers meddling in the Middle East today face the same dangers as they did in the 1970s and early 1980s, when the majority of ambassadors were assassinated. The region is once again a powder keg, only this time the wars have displaced tens of millions of people. Many of them have a grievance against the interfering powers or can develop a grudge when recruiters for terrorist groups whisper poison in their ears. It's a war in which every representative of the secular world is a target for someone.

That, perhaps, is why there is no visible rift between Russia and Turkey. On Tuesday, the two countries' foreign ministers laid flowers together in Moscow in memory of the murdered ambassador. If the assassination is a casus belli at all, it should be one against Islamist radicals on all sides of the Syrian bloodbath.

This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.",Bloomberg Business,energy,,"['United States', 'Turkey', 'Russia', 'Libya', 'Ankara', 'France', 'Benghazi', 'Berlin', 'Beirut', 'Tehran', 'Syria', 'Iran', 'Guatemala', 'Cyprus']",Why the Russian Ambassador Became a Target,https://www.bloomberg.com/view/articles/2016-12-20/why-the-russian-ambassador-became-a-target,None,
11400565,2016-12-09,"Eli Lake is a Bloomberg View columnist. He was the senior national security correspondent for the Daily Beast and covered national security and intelligence for the Washington Times, the New York Sun and UPI.

Read More.@elilake

When Donald Trump becomes president next month, he will inherit a long war that risks becoming a permanent one.

George W. Bush began it after 9/11, when he called it the ""war on terror."" Barack Obama has tried and failed to end it. ""Democracies should not operate in a state of permanently authorized war,"" he warned in his last major national security speech Monday. In this spirit, he laid out a series of principles he believed should guide America's counterterrorism efforts.

For the most part they make good sense. Keep the war lawful. Keep the threat in perspective. Drone strikes are the least worst option for taking terrorists off the battlefield. That kind of thing.

But when it comes to understanding the aims of the enemy, Obama makes the same mistake as his predecessor. ""The whole objective of these terrorists is to scare us into changing the nature of who we are and our democracy,"" he said this week. This is the president's version of George W. Bush's ""they hate us for our freedoms.""

On this point, Trump has an opening. The truth is that the Islamic State, al-Qaeda and other jihadists do not hate us just because of our freedom. Their objective is not to provoke an over-reaction where America ceases to be a democracy. It's much more straightforward. These groups want to force the non-Muslim world -- what they call the Dar al-Harb, or the house of war -- to submit to Islamic rule. Jihadists seek conquest.

Trump doesn't know a lot about foreign policy. But he does understand this. Obama and Bush do as well. But they also deliberately tried to define the enemy in the long war as un-Islamic, as murderous charlatans who defame a great religion.

This was a smart strategy. Many Muslims who believe the state should penalize adultery and blasphemy oppose terrorism. Also, states like Saudi Arabia have been important tactical allies against terrorists, particularly in recent years. Yet, ideologically, the Saudis and other Gulf states are still committed to a vision of political Islam for their own societies. An ideological war waged recklessly would alienate them.

At the same time, the impulse to narrow the definition of the enemy has ironically exacerbated the risks of permanent war. Obama should know. He authorized the raid that killed the head of al-Qaeda's snake, Osama bin Laden. After this, he tried to unwind the long war, arguing the threat had receded. And yet he leaves office with U.S. forces fighting al-Qaeda's affiliates, spinoffs and fellow travelers all over the Muslim world.

For a period, Obama's narrow war led to a bizarre phenomenon. When new outfits sprung up in Libya after the fall of its dictator, waving the black flags of jihad and promising to impose strict Islamic law in their areas of control, Obama's White House did nothing. When the Muslim Brotherhood and more radical parties took control of Egypt's government after the country's first real elections, the Obama White House saw an opportunity to advance U.S. interests by working with them.

This miscalculation was an example of what Andrew McCarthy, the former U.S. attorney who prosecuted the first case against the World Trade Center bombers, calls ""willful blindness."" By defining the enemy in un-ideological terms, Obama was unprepared to take on groups like Libya's Ansar al-Sharia or the Islamic State before they became powerful enough to seize territory. By trying to end the long war, Obama let threats gather and prolonged it.

There is of course a risk in taking the ideological approach too far. If, say, Trump begins purges of suspected Muslim Brotherhood operatives inside the U.S., he will be trampling on constitutional protections for American citizens. He will also be sowing the seeds of his own political ruin, because this is the kind of thing that will provoke fierce opposition from the courts, press and many in his own party.

If Trump is not careful in how he defines the threat, he risks alienating allies he will need in the fight against the terrorists. Finally, Trump would be making a mistake if he gave leaders like Egypt's Abdel Fattah al-Sisi a blank check. It's true that Sisi has called for a reformation within Islam, which is much needed. But he has also failed to distinguish between his legitimate political opposition and the radicals that briefly thrived in his country after the revolution. This will not end well for Sisi. As Egypt's history proves, the Muslim Brotherhood thrives as a secret society. Its more radical adherents murdered Anwar Sadat when the group was largely underground.

But Trump nonetheless has an opportunity. He can, for example, make it clear that America will be a safe haven for anyone in the Muslim world facing persecution from radicals, whether they are marked as blasphemers or from minority faiths such as Coptic Christians. Trump can also align more closely with leaders like Abu Dhabi's Crown Prince Mohammed bin Zayed al-Nahyan to build a quiet and professional counter-terrorism capability for the region.

Trump could also use America's influence in Iraq and Afghanistan to encourage secular and reformist politicians, instead of embracing, as both Bush and Obama did, any confressional parties that also gave lip service to opposing terrorism. He could use the bully pulpit to encourage Western civil societies to adopt newspaper editors, lawyers, human rights activists and others under threat from radicals in their own faith. Meanwhile, Trump could wind down what remains of Obama's first term agenda to build bridges to Muslim Brotherhood parties that have shown no real interest, with the exception of Tunisia, of accepting pluralism.

There are risks in embracing an ideological war against radical Islam, as opposed to a long war against terrorists. But it has the advantage of defining conditions for victory. The long war will end when Islamic fascism is defeated and discredited. What's more, Trump can set America on this path without engaging in the cycle of regime change and nation-building he has explicitly rejected. Not a bad plan for a guy who keeps asking why America doesn't win anymore.

This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.",Bloomberg Business,energy,,"['United States', 'Saudi Arabia', 'Libya', 'Egypt', 'Abu Dhabi', 'Iraq', 'Tunisia', 'Afghanistan']",How Trump Could Finally Win the War on Terror,https://www.bloomberg.com/view/articles/2016-12-09/how-trump-could-finally-win-the-war-on-terror,None,
