Id,News Date,Body,Source,Country,Location (LatLng),Locations,Headline,URL,Clases,Scale
11397893,2019-12-30,"The internationally recognized Libyan government based in Tripoli and led by Faiez Serraj has denied the presence of any Syrian fighters taking part on its side in the Tripoli fighting. This comes ahead of the planned meeting between Turkey's Erdogan and Russia's Putin to discuss the Libya question.

The statement comes as the fighting, which was launched by Khalifa Hafter back in April, and airstrikes continue on the outskirts of Tripoli with both sides claiming successes. What is clear, as confirmed by UNSMIL's condemnation, is that civilians seem to be bearing the brunt of the fighting.

The denial comes after videos were circulated on social media purporting to show Syrian fighters taking part in the fighting against the Hafter-led Libyan National Army and its allies on the outskirts of Tripoli.

The pro-Hafter media alleged that these fighters were Turkish aligned militias transported by Turkey from Syria to Libya to help the forces defending Tripoli. They claimed this was part of the effort by Turkey to support the Tripoli Faiez Serraj government.

Libya-Turkey agreement

This comes on the back of the agreement between the Tripoli government and the Turkish government permitting the later to send troops to Libya to help the Tripoli government. This, in turn, was in response to allegations that the Hafter forces were backed by Russian fighters from the Wagner Group and various sub-Saharan mercenaries reported at over 2,000 strong.

It will be recalled that on 19 December, the Tripoli Government of National Accord (GNA) announced that it had activated the 27 November military agreement with Turkey under which the Turks are to provide military support to it. The Turkish parliament ratified the agreement on 21 December.

On 10 December Turkey's President Recep Tayyip Erdogan had said that Turkish troops would be sent if the GNA were to request it. On 26 December, Erdogan appear to claim that the GNA had now requested troops and that they would go in early January after a bill was put to the Turkish parliament for approval.

That would be around 8 January, the same day that Russian President Putin is due in Turkey for talks on Libya.

However, speaking in Tunis also on 26 December, GNA Interior Minister Fathi Bashagha said that no GNA request had been made as yet. He also said that an official request for military support would be made if the situation escalated.

There is now much anticipation of Erdogan-Putin meeting and a possible confrontation between Turkish troops and the Russians employed by the Wagner Group fighting in the Tripoli offensive for the LNA.

There is speculation as to whether Turkey and Russia would come to a deal to prevent their forces fighting each other in Tripoli as they had done in Syria. Equally, there is speculation that Russia will sacrifice Hafter in return for prioritizing higher strategic geopolitical interests with Turkey.

Greek reaction

Greek anger at the GNA's recognition of Turkey's eastern Mediterranean Exclusive Economic Zone (EEZ) has seen Athens effectively breaking ties with the GNA and instead stepping up its ties with Hafter's LNA and the allied eastern House of Representatives (HoR) and the eastern-based Interim Government of Abdullah Thinni.

On 22 December, after Greece had earlier expelled the GNA's ambassador in Athens, Greek Foreign Minister Nikos Dendias had talks in Benghazi, with Haftar. Also at the meeting was Christodoulos Lazaris who was appointed as Greece's Special Envoy for Libya during the visit to Athens on 12 December by the HoR's president, Ageela Saleh.

According to LNA reports, at the Benghazi meeting Haftar proposed a Greek-Egyptian-LNA naval alliance in the eastern Mediterranean against Turkey. According to the same reports, Athens and Cairo agreed to this.

So far there has been no confirmation from Cairo or Athens. After his meeting in Benghazi, Dendias flew to Cairo for further talks on Libya with the Egyptian foreign minister, then on to Cyprus for talks there.

Meanwhile, the Thinni government's foreign minister, Abdelhady Alhweij, has claimed that Athens now accepts his government is the sole legitimate one. So far, there has been no statement to that effect from Athens; but in reality, that seems to be the case.

Dendias' Benghazi visit has been condemned by the GNA as a violation of a UN resolutions recognising it as Libya's sole government.

Regional escalation

The prospect of the Libyan conflict going regional is taking a step closer to reality.

While Haftar talks of an LNA-Egyptian-Greek naval alliance, in Tunis on 26 December, Bashagha said that a coalition of Libya, Turkey, Algeria and Tunisia had been formed.

The Tunisian authorities subsequently denied this. Nonetheless, it needs to be remembered that Tunisia has traditionally worked with whoever is in power in Tripoli.

The reasons were pragmatic. Tunisia needs to keep good relations with whoever is in power to its immediate east. There are economic reasons too: a significant amount of Tunisian exports go to western Libya.

Bashagha's statement should be seen as reflecting a new political reality. It came after the Turkish President made an unexpected visit to Tunis on 25 December for talks with Saied and other Tunisia officials both on Libya and closer Turkish-Tunisian ties. Erdogan said he discussed a possible ceasefire in Libya with Saied.

UNSMIL condemns repeated airstrikes on civilian targets in western Libya",Libya Herald,energy,,"['Tripoli', 'Turkey', 'Syria', 'Russia', 'Libya', 'Athens', 'Greece', 'Cairo', 'Benghazi', 'Tunis', 'Tunisia', 'Egypt', 'Cyprus', 'Algeria']",Tripoli government denies presence of Syrian fighters ahead of 8 January Turkish-Russian summit,https://www.libyaherald.com/2019/12/30/tripoli-government-denies-presence-of-syrian-fighters-ahead-of-8-january-turkish-russian-summit/,None,
11397894,2019-12-17,"Turkey has eased its visa requirements for Libyans. Previously those over 65 did not need a visa to enter Turkey. Libyans holding a valid Schengen visa could apply online for a Turkish visa.

The new easier procedure means Libyans under 18 and over 55 no longer need a visa to enter Turkey.

Turkey reintroduced visas for Libyans in 2015 as the security situation in Libya deteriorated. Previously Libyans did not need a visa to travel to Turkey.

It restarted issuing visas from the capital Tripoli in 2017 where previously they could only be applied for from its consulate in Misrata.

The move is seen as part of the wider move of closer relations by the Turkish government and the internationally recognized Libyan government in Tripoli led by Faiez Serraj.

On 7 Nov. 7 Turkey and the Serraj government agreed two separate and controversial Memorandums of Understanding. The first was on military cooperation and the the second was on the maritime boundaries of countries in the Eastern Mediterranean.

The latter allowed Turkey the right to drill for oil and gas in the Eastern Mediterranean.

Following the military cooperation deal, President Recep Tayyip Erdogan has said that Turkey would consider sending troops to Libya if the Serraj government made such a demand.

Turkey agrees to reduce age range for Libyans requiring an entry visa

Turkey to issue tourist visas from Tripoli embassy",Libya Herald,energy,,"['Turkey', 'Libya', 'Misrata', 'Tripoli']","Turkey eases visa requirements for Libyans, seen as part of recent wider cooperation",https://www.libyaherald.com/2019/12/17/turkey-eases-visa-requirements-for-libyans-seen-as-part-of-recent-wider-cooperation/,None,
11397895,2019-11-19,"Libya's Faiez Serraj-aligned Interior Ministry yesterday called upon the international community to prosecute Khalifa Hafter, in his role as commander of his Libyan National Army (LNA), for the air strike on a biscuit factor yesterday that killed 7 and injured 19. The Interior Ministry statement also called for the prosecution of China's Wing Loong drone manufacturer for supplying its drones used in the attack.

Meanwhile, in New York, Serraj's Foreign Minister Mohamed Siala addressed the Security Council in which he stressed that the crime of targeting a biscuit factory in the Wadi Al-Rabea suburb of Tripoli, which killed Libyan, Egyptian and African citizens, is a war crime by all standards and that the killings and abuse were carried out by a group of ''terrorists belonging to Haftar's militias''.

Commenting on the incident to the UN Security Council, UNSMIL head Ghassan Salame said ""I am angry and sad to report to you that today there was another mass civilian casualty event. A biscuit factory in the Wadi Rabi'a neighbourhood of Tripoli was hit by an air strike, according to early information. The attack has caused what we currently believe to be ten fatalities and over 35 injuries. It appears that the majority of the dead were migrants, but that at least two were Libyans. Regardless of whether the attack deliberately targeted the factory or was an indiscriminate attack, it may constitute a war crime. We are working to verify the facts and will update you accordingly"".

Siala also added that the continued aggression of Haftar's militias on the capital Tripoli was caused by international silence and the division of the Security Council on the Libyan issue, calling on the Security Council to take a unified stand against this aggression.

Siala wondered what the Security Council wanted from the legitimate government of the country? Is it intended to stand idly by and not defend the institutions of the legitimate state, stressing that his government is defending its legitimate institutions is a natural right guaranteed by all international laws. He also called on the Security Council to consider how Haftar's militias were able to get all their arsenal of arms under the Security Council's arms embargo and that those who should be held accountable are Hafter's militias, not the internationally recognized government of Libya.

The Minister called on the withdrawal of Hafter's militias and the return to their places before 4 April attack, in addition to obliging the countries involved in Libya to immediately stop any actions that would affect the political process, especially neighbouring countries, in any dialogue including the Berlin process.

He also addressed the negative effects of the sanctions regime in place on Libya's frozen assets since 2011, calling on the Security Council to amend the sanctions regime to improve the management of Libya's frozen assets without lifting the freeze and keeping them for the benefit of the Libyan people.",Libya Herald,energy,,"['Libya', 'Tripoli', 'New York City', 'Egypt', 'China']",Biscuit factory air strike leads to calls for Hafter's prosecution for war crimes,https://www.libyaherald.com/2019/11/20/biscuit-factory-air-strike-leads-to-calls-for-hafters-prosecution-for-war-crimes/,None,
11397896,2019-10-28,"Egyptian oil companies are to resume their suspended oil projects in Libya, Libya's state National Oil Corporation (NOC) reported today.

The revelation came after NOC chairman Mustafa Sanalla met with Egyptian Minister of Petroleum Tariq Al-Mulla, and senior officials of the Egyptian Ministry of Petroleum, in Cairo yesterday.

The meeting was held to further mutual cooperation between the NOC, the Egyptian Ministry of Petroleum, and Egyptian oil companies, the NOC reported.

Al-Mulla stressed the importance of enhancing Libyan-Egyptian cooperation and emphasised Egyptian companies' aspirations to resume work in Libya. The Minister also confirmed that Egyptian oil companies have been directed by the Ministry to return to doing business and to proceed with currently-suspended projects in Libya.

The NOC chairman briefed the Egyptian attendees on the NOC's plans to increase oil and gas production in Libya, and invited Egyptian oil companies to contribute to the implementation of these plans both technically and commercially. Sanalla also commended Egyptian state-owned enterprise Petrojet, which previously completed the Wafa oilfield pipeline in western Libya.

The NOC also reported that both parties discussed mutual cooperation in the fields of drilling, maintenance of infrastructure, and rehabilitation of fields, as well as the completion of previously-contracted projects which are currently suspended. Projects to be resumed include a Petrojet contract to build a gas transmission pipeline from Intisar oil field to Sarir power plant, which is run by General Gas Transmission and Distribution Company, an independent commercial company.

The NOC said that the Cairo visit is one of a number of high-profile trips the NOC chairman and other senior staff have recently made to Washington, Moscow, Algeria and Cairo which have sought to lay the groundwork for the development of Libyan oil sector infrastructure and production capacity, to boost the Libyan economy.",Libya Herald,energy,,"['Libya', 'Egypt', 'Cairo']",Egyptian oil companies to resume suspended oil projects in Libya: NOC,https://www.libyaherald.com/2019/10/29/egyptian-oil-companies-to-resume-suspended-oil-projects-in-libya-noc/,None,
11397897,2019-10-16,"During a meeting at his Tripoli office, Libya's Minister of Economy and Industry, Ali Issawi met UNSMIL's Deputy head Stephanie Williams yesterday,

The Ministry reported that they discussed economic reforms that contributed to the stability of the Libyan market despite the war crisis, the attack on the capital, the holy month of Ramadan and holidays that are characterized by high consumer demand.

For her part, Williams welcomed efforts to complete the 2020 budget early before the end of the current year and the proposed steps to finance non-budget development.

Minister Issawi, for his part, explained that the Faiez Serraj government was continuing the next steps of its economic reforms, including the proposed amendments to fuel subsidies, stimulating the investment sector and implementing development projects through new means such as Islamic bonds in accordance to the law and its executive regulations.

In conclusion, Williams stressed the UNSMIL's readiness to provide support to complete the economic reforms according to the Ministry's and the Serraj government's vision.",Libya Herald,energy,,"['Libya', 'Tripoli']","UNSMIL and Economy Ministry discuss economic reforms, the 2020 budget, non-state budget financing of projects",https://www.libyaherald.com/2019/10/16/unsmil-and-economy-ministry-discuss-economic-reforms-the-2020-budget-non-state-budget-financing-of-projects/,None,
11397898,2019-10-08,"Nalut Municipality seeks to improve its transport infrastructure (Logo: Nalut Municipality).

Libya's Minister of Transport aligned to the Faiez Serraj internationally recognized Libyan government, Milad Matoug, met the the Mayor of Nalut Municipality, Abdulwahab Salem Al-Hajjam, at his Tripoli office last Thursday.

The meeting continues the new growing trend in Libya of regional decentralization which is being pushed by the Serraj government. The trend means that increasingly, regions are taking the initiative in local development.

The Ministry and Nalut Municipality reported that at the meeting Mayor Al-Hajjam made a number of proposals on the development of the Libyan-Tunisian Wazen land border crossing, the development of the Nalut airstrip and the maintenance of the land route between Nalut and Wazen border crossing.

Nalut is culturally an Amazigh town located 272 km or three-and-a-quarter hours' drive south west of Tripoli on the other side of the Nefusa Western Mountains and only 58 km annd an hour's drive from the Wazen-Dehiba Libyan-Tunisian land border.

The Nalut Mayor asked the Transport Ministry to include these proposed development projects in its proposed 2019-2020 plan and budget in view of the importance of these projects, and particularly the development of the border crossing, which the Mayor saw as providing a national service to all Libyans.

The Wazen border crossing has often taken on greater significance from time to time since the 2011 revolution whenever the main Ras Jdair land crossing has had problems. It has currently been closed down by the Tunisian authorities and has been experiencing a go slow process for months.

On the other hand, in view of the distance to the main coastal urban centres, Nalut is keen to upgrade its tiny airstip into a small or back up airport to improve transport to Tripoli - especially for medical and other emergencies.

The Mayor also updated the Minister on the municipality's improvement work of services at the Wazen border crossing as its initiative in assisting the central Libyan authorities in completing other related projects, the costs of which could not be covered by the municipal.

In response to these proposals, the Minister instructed the competent authorities of his Ministry to form a working group and conduct a field visit to the city of Nalut to study these proposals and develop a workplan for its to implementation.

The Minister recalled the recent decision by his government to establish a centre for the management and operation of all of Libya's land border crossings. This new body will be in charge of all matters related to land border crossings akin to the role played by the Airports and Seaports authorities.

On another note, Nalut Municipality launched its road naming project yesterday with aim of putting up road names on most of its main roads. The road signs will be in Tamazight, Arabic and English.",Libya Herald,energy,,"['Nalut', 'Tripoli', 'Libya', 'Tunisia']","Wazen border crossing, road and Nalut airstrip development discussed",https://www.libyaherald.com/2019/10/08/wazen-border-crossing-road-and-nalut-airstrip-development-discussed/,None,
11397899,2019-09-27,"In his speech to the 74th session of the United Nations General Assembly in New York on Wednesday, Faiez Serraj, the internationally recognized head of Libya's Tripoli-based government blamed external interference for extending Libya's current war.

He accused Khalifa Hafter, commander of the opposition Libyan National Army (LNA) forces, of carrying out a failed coup in an attempt to militarize the Libyan state and said he held all those who support him morally and legally responsible for the crimes and deaths committed.

Serraj pointed out the ''serious violations of human rights, including extrajudicial killings, enforced disappearances, as happened with HoR member Ms. Siham Sirgiwa and other national figures, and suppression of opinions, and elimination of political opposition'' in areas controlled by Hafter.

He renewed his request to put Khalifa Haftar on the international sanctions list and to hold his supporters accountable and he called on the United Nations to urgently send an investigative mission to document the various serious violations. He also called on the Prosecutor of the International Criminal Court to speed up its investigations in crimes committed in Libya.

Serraj challenged Hafter's narrative and pretext for launching his 4 April attack on Tripoli of ''liberating'' the capital from ''militias, terrorists and Islamists'', and called on Libyans in the east of the country to counter it. He insisted that the real narrative is a civilian democratic state versus Hafter's military state.

He reassured his support for a political solution and dialogue to Libya's problem, but repeated that he will never sit down again with the ''war criminal'' Haftar as he did not regard him as a partner for peace.

Serraj pointed out his decentralization policies to address regional grievances, as well as his economic reform policies. But he also alleged that he carried out ""security reforms'' in the form of some Demilitarization, Demobilization and Reintegration (DDR) of militias.

He said that the fighting was adding to Libya's instability and security vacuum which is adding to the illegal migration problem and creating a vacuum for terrorism.",Libya Herald,energy,,"['Libya', 'New York City', 'Tripoli']","Serraj to UN General Assembly: external interference extenuating Libya's fighting, will never negotiate with Hafter and Hafter's narrative for attack on Tripoli is false",https://www.libyaherald.com/2019/09/27/serraj-to-un-general-assembly-external-interference-extenuating-libyas-fighting-will-never-negotiate-with-hafter-and-hafters-narrative-for-attack-on-tripoli-is-false/,None,
11397900,2019-09-25,"The U.S. Africa Command (AFRICOM) announced today that it killed 11 terrorists yesterday in an airstrike near the south western Libyan town of Murzuq

AFRICOM said that ''in coordination with the Libyan Government of National Accord, U.S. Africa Command conducted an airstrike targeting ISIS-Libya terrorists in the vicinity of Murzuq, Libya, September 24, 2019.

""This airstrike was conducted to eliminate ISIS terrorists and deny them the ability to conduct attacks on the Libyan people,"" said U.S. Army Maj. Gen. William Gayler, director of operations, U.S. Africa Command. ""This effort demonstrates the resolve of the U.S. and our Libyan partners to deny safe havens to terrorists""

U.S. Africa Command continues to support diplomatic efforts to stabilize the political situation in Libya and disrupt terrorist organizations that threaten regional stability.

At this time, it is assessed the airstrike killed eleven (11) terrorists.

Currently, we assess no civilians were injured or killed as a result of this airstrike.'', concluded the press statement.

It will be recalled that AFRICOM had announced on 20 September that it had killed 8 terrorists near Murzuq in an airstrike conducted the previous day.

Africom kills 8 in air strike at ISIS in south west Libya

Serraj meets new AFRICOM Commander and U.S. ambassador Norland in Tunis",Libya Herald,energy,,"['Libya', 'Murzuq District', 'United States']",U.S. Africom kills 11 terrorists near Murzuq,https://www.libyaherald.com/2019/09/25/u-s-africom-kills-11-terrorists-near-murzuq/,None,
11397901,2019-08-28,"In an open letter on Tuesday by the Tripoli Ministry of Health addressed to the Libyan public, the first of its kind by a senior health official the Ministry claims, the Deputy Minister Mohammed Haitham Issa accepted the responsibility of the Ministry to grant all Libyan citizens their ''legitimate rights to a full health services''.

The letter, entitled ""Outstanding Projects on the Way to Completion,"" referred to the resumption of numerous hospital maintenance projects nationwide, some of which were discontinued more than a decade ago, adding that ''low-income people are legally covered by the right to health care and free education''.

It added that health does not mean that these services lack the basics and standards of quality and that the current government is determined to change this impression and these sterile rules.

''Our goal is to achieve social justice among all segments of society. We will seek that the simple citizen receives the best services and there will be no difference between the simple citizen and those who have the ability to buy health services from the private sector'', he said.

The Deputy Minister revealed the ""significant"" difficulties faced in reforming the health sector, saying: ""We faced the major resistance and those who doubted that we could reach the goal. We also faced those who were afraid of taking responsibility for the delinquents to sleep and escape. But we have made our intention and determination clear to reach the goal and achieve what we can with a collective, structured institutional effort based on short, medium and long-term plans, and it is no exaggeration to say that we have confronted those who deliberately obstructed any successes.""

""Slogans without real content will not provide any result for the citizen, but what will happen radically at all levels is the real response and great motivation, while recognizing that many aspects need more effort, perseverance and strategic planning, especially since they were born. Many years of negligence and apparent negligence cannot be remedied immediately."", added the Deputy Minister.

He thanked many in the health sector for their unified efforts, but he also thanked the Audit Bureau, for fighting corruption in the health sector which helped launch the reform programme on a correct footing.

The Health Ministry then listed a number of projects it is on the verge of completing in different medical specialities.

It revealed that it would soon announce the completion of the first phase of maintenance and development projects within all hospitals in the capital Tripoli, which have not received as much attention as the hospitals are now witnessing.

Abu Sleem Accident and Emergency hospital

The completion of the processing and maintenance of the diagnostic radiology department at the Abu Sleem Accident and Emergency hospital with the latest equipment and the department to be opened within days, with the implementation of radical maintenance work within other departments of the hospital.

Zawiat Al-Dahmani Clinic

The combined clinic Zawiat Al-Dahmani will be ready in a few weeks to receive citizens as the first grouped clinic to offer a CT scan service after the ministry succeeded in resuming the implementation of the project, which has been stalled since 2009.

Burns and Cosmetic Surgery Hospital

The implementation of radical maintenance work and the processing of the Burns and Cosmetic Surgery hospital, including the second floor of the cosmetic department, which has not witnessed maintenance work since 2011, where it was equipped with a clinical capacity of 15 beds and the introduction of cosmetic care within the department equipped with the latest medical devices.

There was also the maintenance and equipping of intensive care and equipping the rooms with high quality medical glass walls characterized by three-dimensional decoration in forms symbolizing nature and implemented for the first time inside public hospitals.

Tripoli Central Hospital

Tripoli Central Hospital is witnessing major and radical maintenance of important departments including accidents, ambulance, internal ambulance, care, analysis laboratories, café, bone, organ transplantation, men's interior and endoscopy departments.

Mitiga Hospital

Mitiga Hospital has had maintenance work carried out at the laboratory, blood bank, ambulance and emergency departments. A department for women and childbirth will be established, as well as a special section for diagnostic radiology.

Autism Rehabilitation centres

The completion of the first Autism Rehabilitation centre in Libya, under the Ministry of Health, will be announced soon, followed by the opening of other branches in the cities of western, eastern and southern Libya.

Children's Hospital in Tripoli

The Children's Hospital in Tripoli is also having maintenance of the entire building by removing the old building and maintaining the departments of childcare, shelter and ambulance.

The Ministry also reported maintenance work in other important facilities such as the Tripoli Reference Laboratory, the Dialysis Centre on al-Shat, and al-Razi Hospital for Psychiatric and Neurological Diseases.

The new health improvements and reforms come as part of the wider nationwide health reform programme initiated by the Faiez Serraj-led Presidency Council /Government of National Accord in October 2017.

Part of this reform process is the formation of the National Centre of Health System Reform (NCHSR) as the driver of health reform. It is the child of a long health review and reform process that started with the 2012 Tripoli health conference and its subsequent recommendations. It recommended that an autonomous health reform committee (NCHSR) be formed to carryout root review and reform of Libya's ailing health sector.

Headed by Dr Samir Sagar, the NCHSR operates in collaboration with the Health Ministry, and sprang out of the Libya Health System Strengthening Programme (LHSS), set up between the Libyan authorities and the European Union to reform Libya's health sector.

· ensure full funding for a service that is free to patients at the point of use;

· involve the private sector;

· have a healthcare service in line with international standards;

· decentralise;

· have a service where health workers, whether in the private or public sectors, are properly paid for their work;

· develop a master plan to achieve universal health care in Libya.

Serraj spells out reforms needed by Libyan healthcare system

Libya's health sector reform moving ahead says head of committee

New head of TMC appointed - part of continued health reform programme

Five new  13 million EU-funded projects launched to support Libyan health sector

Major problems with Libya's health care services still in evidence

Libyan health service in crisis and worsening fast says UN's WHO

EU pledges to bolster Libya's health and education sectors after inter-ministerial meeting",Libya Herald,energy,,"['Tripoli', 'Libya']",Tripoli Health Ministry promises improved health service and reveals improvements across a number of health centres,https://www.libyaherald.com/2019/08/28/tripoli-health-ministry-promises-improved-health-service-and-reveals-improvements-across-a-number-of-health-centres/,None,
11397902,2019-08-22,"Faiez Serraj, head of Libya's internationally recognized Presidential Council and Government of National Accord, held an expanded meeting yesterday to discuss increased investment in the country's oil sector.

The meeting was attended by the Ministers of Planning and Finance as well as the Governor of the Tripoli Central Bank of Libya (CBL), the Chairman of the National Oil Corporation (NOC), the head of the Audit Bureau, and the head of the Libyan Investment Authority (LIA).

The meeting dealt with increased investment in the oil sector and the implementation of plans to develop it more effectively to achieve additional financial returns to Libya that would contribute to the revival of the national economy in its various fields.

This is with the aim to improve and develop the public services sector and implement development and reconstruction projects in various regions of Libya.

The Serraj government reported that there was extensive discussion on an additional funding provision for the NOC in the coming period to implement this vision.

It also reported that it was agreed to set a legal budget to start investing in the oil sector which is the primary source of revenue for the country.

This is so as to enable the NOC to raise production, increase export rates and perform its overall tasks for production, exploration, refining and transportation of crude oil and products - as part of its development plans in the coming years.

It is noteworthy that the LIA manages an investment portfolio in the field of oil and gas and owns shares, assets and companies in this field and has many partnerships in exploration projects with the largest international companies.

After participating in the above meeting, the LIA confirmed that it ""seeks to build a real strategic alliance with the NOC in order to increase production rates and continue exploration projects"".

It will also be recalled that the NOC has been asking for an increased maintenance and investment budget for years - without much success.

It has argued that since oil is the overwhelming source of revenue for Libya (92 percent of 2019 budget) in the short and medium term, the Tripoli government should allocate it an increased budget in order to secure more oil production, exports and hence revenues.

This is especially so since the non-oil economy is stalling badly due to a myriad of reasons including the country's lack of security.

However, the political instability of the country and weak central and institutional control has meant the majority of Libya's budget is spent on state-sector salaries (58 percent) and subsidies - rather than on investment and development projects (5.3 percent).",Libya Herald,energy,,"['Libya', 'Tripoli']",Serraj government discussing further funding for NOC to activate Libyan economy,https://www.libyaherald.com/2019/08/22/serraj-government-discussing-further-funding-for-noc-to-activate-libyan-economy/,None,
